"","Mz","total"
"1025","120101000101800025M",51
"1026","120101000101800025N",37
"1027","120101000101800026C",35
"1028","120101000101800026D",43
"1029","120101000101800026E",42
"1030","120101000101800026F",42
"1031","120101000101800026I",52
"1032","120101000101800026J",260
"1033","120101000101800026L",71
"1034","120101000101800028A",126
"1035","120101000101800030 ",69
"1036","120101000101800033 ",215
"1037","120101000101800035 ",103
"1038","120101000101800036A",55
"1039","120101000101800036B",138
"1040","120101000101800036C",78
"1041","120101000101800038A",38
"1042","120101000101800038C",34
"1043","120101000101800038D",55
"1044","120101000101800041A",78
"1045","120101000101800041B",45
"1046","120101000101800042A",131
"1047","120101000101800043A",118
"1048","120101000101800044 ",55
"1049","120101000101800045B",175
"1050","120101000101800047 ",37
"1051","1201010001018008888",470
"1052","120101000101900002 ",221
"1053","120101000101900003M",34
"1054","120101000101900003S",371
"1055","120101000101900003V",76
"1056","120101000101900003W",116
"1057","120101000101900006A",108
"1058","120101000101900008B",122
"1059","120101000101900010 ",118
"1060","120101000101900011 ",45
"1061","120101000101900012B",571
"1062","120101000101900012D",31
"1063","120101000101900012E",93
"1064","120101000101900013 ",118
"1065","120101000101900014 ",76
"1066","120101000101900016C",92
"1067","120101000101900016F",90
"1068","120101000101900016H",47
"1069","120101000101900016I",70
"1070","120101000101900019J",61
"1071","120101000101900019K",50
"1072","120101000101900019M",52
"1073","120101000101900019N",32
"1074","120101000101900019P",42
"1075","120101000101900019R",39
"1076","120101000101900020B",181
"1077","120101000101900021 ",116
"1078","120101000101900022 ",103
"1079","120101000101900023A",145
"1080","120101000101900023B",73
"1081","120101000101900024 ",128
"1082","120101000101900024E",36
"1083","120101000101900024F",60
"1084","120101000101900025 ",112
"1085","120101000101900026 ",47
"1086","120101000101900027A",149
"1087","120101000101900028 ",327
"1088","120101000101900029 ",165
"1089","120101000101900030 ",55
"1090","120101000101900031 ",262
"1091","120101000101900032 ",128
"1092","120101000101900033C",44
"1093","120101000101900033F",52
"1094","120101000101900033H",121
"1095","120101000101900035F",218
"1096","120101000101900037A",178
"1097","120101000101900037B",50
"1098","120101000101900038A",50
"1099","120101000101900038B",102
"1100","120101000101900039 ",221
"1101","120101000101900040 ",64
"1102","120101000101900041 ",89
"1103","120101000101900042 ",56
"1104","120101000101900043 ",57
"1105","120101000101900044 ",30
"1106","120101000101900045 ",53
"1107","120101000101900046F",31
"1108","120101000101900046G",33
"1109","120101000101900046J",36
"1110","120101000101900048A",42
"1111","120101000101900049A",34
"1112","1201010001019008888",419
"1113","120104000100100021 ",35
"1114","120104000100100035 ",40
"1115","1201040001001008888",431
"1116","120105000100100001 ",32
"1117","1201050001001008888",294
"1118","1201058888002008888",82
"1119","1201058888003008888",94
"1120","1201060001001008888",199
"1121","1201060002002008888",239
"1122","120107000100100001C",297
"1123","120107000100100001G",191
"1124","120107000100100001H",62
"1125","120107000100100001I",45
"1126","120107000100100002B",148
"1127","120107000100100002D",186
"1128","120107000100100002H",451
"1129","120107000100100003 ",132
"1130","120107000100100004A",225
"1131","120107000100100004D",58
"1132","120107000100100004H",200
"1133","120107000100100004I",143
"1134","120107000100100004J",35
"1135","120107000100100007 ",218
"1136","120107000100100008A",306
"1137","120107000100100009A",67
"1138","120107000100100009C",257
"1139","120107000100100009D",180
"1140","120107000100100010 ",663
"1141","120107000100100011 ",567
"1142","120107000100100012 ",397
"1143","120107000100100013 ",199
"1144","120107000100100014 ",359
"1145","120107000100100015 ",230
"1146","120107000100100016 ",201
"1147","120107000100100017 ",173
"1148","120107000100100018A",210
"1149","120107000100100019A",54
"1150","120107000100100022 ",149
"1151","120107000100100023 ",115
"1152","120107000100100024 ",175
"1153","120107000100100025B",236
"1154","120107000100100025C",185
"1155","120107000100100026A",81
"1156","120107000100100026B",54
"1157","120107000100100026C",468
"1158","120107000100100030B",129
"1159","120107000100100030C",108
"1160","120107000100100030D",78
"1161","120107000100100030E",42
"1162","120107000100100031 ",186
"1163","120107000100100032A",163
"1164","120107000100100032B",125
"1165","120107000100100033 ",93
"1166","120107000100100034 ",157
"1167","120107000100100035 ",32
"1168","120107000100100036 ",40
"1169","120107000100100037 ",298
"1170","120107000100100038 ",89
"1171","120107000100100039A",249
"1172","120107000100100039B",138
"1173","120107000100100040B",80
"1174","120107000100100041E",136
"1175","120107000100100041F",54
"1176","120107000100100042C",300
"1177","120107000100100042E",91
"1178","120107000100100042F",64
"1179","120107000100100042H",352
"1180","120107000100100042J",446
"1181","120107000100100042M",42
"1182","120107000100100042N",105
"1183","120107000100100042W",36
"1184","120107000100100042X",41
"1185","120107000100100042Y",198
"1186","120107000100100043 ",158
"1187","120107000100100044A",129
"1188","120107000100100044B",71
"1189","120107000100100045A",207
"1190","120107000100100045C",426
"1191","120107000100100045D",493
"1192","120107000100100045E",99
"1193","120107000100100046E",245
"1194","120107000100100046F",89
"1195","120107000100100047A",164
"1196","120107000100100047B",48
"1197","120107000100100049B",117
"1198","120107000100100049C",103
"1199","120107000100100049D",37
"1200","120107000100100049E",92
"1201","120107000100100050 ",216
"1202","120107000100100051 ",130
"1203","120107000100100052 ",125
"1204","120107000100100053 ",139
"1205","120107000100100054A",254
"1206","120107000100100055A",291
"1207","120107000100100056C",442
"1208","120107000100100057B",170
"1209","120107000100100058 ",139
"1210","120107000100100059 ",58
"1211","120107000100100060C",81
"1212","120107000100100060D",68
"1213","120107000100100060E",62
"1214","120107000100100060F",75
"1215","120107000100100061B",120
"1216","120107000100100063B",134
"1217","120107000100100064B",148
"1218","120107000100100065C",135
"1219","120107000100100065D",79
"1220","120107000100100065E",113
"1221","120107000100100066 ",264
"1222","120107000100100067 ",151
"1223","120107000100100068 ",387
"1224","120107000100100069 ",80
"1225","120107000100100070 ",139
"1226","120107000100100071 ",163
"1227","120107000100100072 ",73
"1228","1201070001001008888",273
"1229","120107000100101001A",47
"1230","120107000100101001B",53
"1231","120107000100101001D",72
"1232","120107000100101002 ",93
"1233","120107000100101003 ",68
"1234","120107000100101004 ",79
"1235","120107000100101005A",199
"1236","120107000100101005B",179
"1237","120107000100101005C",51
"1238","120107000100101006 ",32
"1239","120107000100101007A",83
"1240","120107000100101008 ",39
"1241","120107000100101009A",126
"1242","120107000100101009B",87
"1243","120107000100101009C",320
"1244","120107000100101010 ",53
"1245","120107000100101011 ",42
"1246","120107000100101012 ",126
"1247","120107000100101013 ",88
"1248","120107000100101014A",111
"1249","120107000100101014B",68
"1250","120107000100101014D",357
"1251","120107000100101015 ",109
"1252","120107000100101016A",112
"1253","120107000100101016B",79
"1254","120107000100101017 ",120
"1255","120107000100101018 ",580
"1256","120107000100101019 ",382
"1257","120107000100101020 ",100
"1258","120107000100101021A",52
"1259","120107000100101021B",384
"1260","120107000100101022 ",654
"1261","120107000100101023 ",154
"1262","120107000100101024 ",65
"1263","120107000100101025A",194
"1264","1201070001001018888",111
"1265","120107000100200001 ",153
"1266","120107000100200002 ",34
"1267","120107000100200003 ",196
"1268","120107000100200004 ",107
"1269","120107000100200005 ",52
"1270","120107000100200006 ",65
"1271","120107000100200007 ",32
"1272","120107000100200008 ",181
"1273","120107000100200009 ",136
"1274","120107000100200010 ",78
"1275","120107000100200011 ",192
"1276","120107000100200012 ",120
"1277","120107000100200013 ",313
"1278","120107000100200015 ",363
"1279","120107000100200016 ",109
"1280","120107000100200017A",301
"1281","120107000100200018 ",372
"1282","120107000100200019 ",53
"1283","120107000100200020 ",34
"1284","120107000100200021 ",76
"1285","120107000100200022 ",147
"1286","120107000100200023 ",190
"1287","120107000100200024 ",59
"1288","120107000100200025 ",85
"1289","120107000100200026 ",220
"1290","120107000100200027A",186
"1291","120107000100200028A",45
"1292","120107000100200029A",42
"1293","120107000100200030 ",190
"1294","120107000100200031 ",245
"1295","120107000100200032 ",180
"1296","120107000100200033 ",279
"1297","120107000100200034 ",249
"1298","120107000100200035 ",150
"1299","120107000100200036 ",150
"1300","120107000100200037 ",63
"1301","120107000100200038 ",188
"1302","120107000100200039A",123
"1303","120107000100200040A",69
"1304","120107000100200042 ",150
"1305","120107000100200043 ",127
"1306","120107000100200044 ",94
"1307","120107000100200045 ",185
"1308","120107000100200046 ",283
"1309","120107000100200047 ",170
"1310","120107000100200049 ",127
"1311","120107000100200050 ",75
"1312","120107000100200051 ",60
"1313","120107000100200052 ",58
"1314","120107000100200053 ",58
"1315","120107000100200054 ",48
"1316","120107000100200055 ",271
"1317","120107000100200056 ",132
"1318","120107000100200057 ",58
"1319","120107000100200058 ",170
"1320","120107000100200059 ",196
"1321","120107000100200060 ",172
"1322","1201070001002008888",4
"1323","120107000100300001 ",177
"1324","120107000100300002 ",80
"1325","120107000100300003 ",102
"1326","120107000100300004 ",168
"1327","120107000100300005 ",229
"1328","120107000100300006 ",147
"1329","120107000100300007A",99
"1330","120107000100300008 ",41
"1331","120107000100300009 ",56
"1332","120107000100300010 ",69
"1333","120107000100300011 ",90
"1334","120107000100300012 ",107
"1335","120107000100300013 ",96
"1336","120107000100300014 ",81
"1337","120107000100300015 ",74
"1338","120107000100300016 ",101
"1339","120107000100300017 ",82
"1340","120107000100300018A",187
"1341","120107000100300020 ",154
"1342","120107000100300021 ",117
"1343","120107000100300022 ",110
"1344","120107000100300023 ",161
"1345","120107000100300024 ",39
"1346","120107000100300026 ",133
"1347","120107000100300027 ",158
"1348","120107000100300028 ",213
"1349","120107000100300029 ",188
"1350","120107000100300030 ",66
"1351","120107000100300031B",173
"1352","120107000100300031C",32
"1353","120107000100300031D",88
"1354","120107000100300032 ",92
"1355","120107000100300033 ",98
"1356","120107000100300034 ",115
"1357","120107000100300035B",44
"1358","120107000100300039 ",132
"1359","120107000100300040 ",132
"1360","120107000100300041 ",86
"1361","120107000100300042 ",103
"1362","120107000100300043 ",231
"1363","120107000100300045 ",165
"1364","120107000100300046 ",198
"1365","120107000100300047A",185
"1366","120107000100300047B",183
"1367","120107000100300048A",190
"1368","120107000100300048B",106
"1369","120107000100300049 ",202
"1370","120107000100300050 ",64
"1371","120107000100300051 ",48
"1372","120107000100300052 ",93
"1373","120107000100300053 ",54
"1374","120107000100300054 ",73
"1375","120107000100300055A",202
"1376","120107000100300058B",272
"1377","120107000100300059 ",310
"1378","1201070001003008888",68
"1379","120107000100400001B",60
"1380","120107000100400001G",175
"1381","120107000100400002 ",380
"1382","120107000100400003 ",54
"1383","120107000100400004 ",142
"1384","120107000100400005A",262
"1385","120107000100400006A",210
"1386","120107000100400006B",169
"1387","120107000100400007 ",69
"1388","120107000100400008 ",198
"1389","120107000100400009 ",178
"1390","120107000100400010 ",84
"1391","120107000100400011 ",70
"1392","120107000100400013 ",93
"1393","120107000100400014 ",72
"1394","120107000100400015 ",76
"1395","120107000100400016 ",78
"1396","120107000100400017A",44
"1397","120107000100400017B",277
"1398","120107000100400018 ",51
"1399","120107000100400019 ",44
"1400","120107000100400020 ",59
"1401","120107000100400021 ",106
"1402","120107000100400022 ",104
"1403","120107000100400023 ",158
"1404","120107000100400024 ",188
"1405","120107000100400025 ",42
"1406","120107000100400026 ",59
"1407","120107000100400028 ",92
"1408","120107000100400029 ",107
"1409","120107000100400030 ",39
"1410","120107000100400031A",75
"1411","120107000100400032 ",62
"1412","120107000100400033 ",36
"1413","120107000100400034A",42
"1414","120107000100400034C",143
"1415","120107000100400034E",67
"1416","120107000100400034F",30
"1417","120107000100400034G",373
"1418","120107000100400035 ",63
"1419","120107000100400036 ",124
"1420","120107000100400037 ",91
"1421","120107000100400038 ",48
"1422","120107000100400039 ",138
"1423","120107000100400040 ",85
"1424","120107000100400041 ",98
"1425","120107000100400042 ",131
"1426","120107000100400043 ",96
"1427","120107000100400044 ",104
"1428","120107000100400045 ",77
"1429","120107000100400046 ",105
"1430","120107000100400047 ",154
"1431","120107000100400048A",267
"1432","120107000100400049 ",258
"1433","120107000100400050 ",215
"1434","120107000100400051A",238
"1435","120107000100400054G",175
"1436","120107000100400054H",242
"1437","120107000100400054I",51
"1438","120107000100400054J",62
"1439","120107000100400054K",34
"1440","120107000100400054L",1178
"1441","120107000100400055 ",198
"1442","120107000100400056 ",129
"1443","120107000100400057A",93
"1444","120107000100400057B",318
"1445","120107000100400058A",89
"1446","120107000100400058B",76
"1447","120107000100400059 ",32
"1448","120107000100400060D",94
"1449","120107000100400060F",56
"1450","1201070001004008888",97
"1451","120107000100500001B",77
"1452","120107000100500002A",50
"1453","120107000100500003A",32
"1454","120107000100500005B",66
"1455","120107000100500005F",42
"1456","120107000100500005H",36
"1457","120107000100500006D",51
"1458","120107000100500006K",49
"1459","120107000100500006L",38
"1460","120107000100500009A",31
"1461","120107000100500009B",44
"1462","120107000100500009D",50
"1463","120107000100500009K",78
"1464","120107000100500009L",60
"1465","120107000100500011A",48
"1466","120107000100500012 ",104
"1467","120107000100500013 ",42
"1468","120107000100500014 ",54
"1469","120107000100500015 ",53
"1470","120107000100500016A",40
"1471","120107000100500016D",54
"1472","120107000100500017 ",76
"1473","120107000100500019C",46
"1474","120107000100500019D",35
"1475","120107000100500020D",35
"1476","120107000100500020E",49
"1477","120107000100500020G",43
"1478","120107000100500020M",31
"1479","120107000100500020S",49
"1480","120107000100500020Y",34
"1481","120107000100500021A",180
"1482","120107000100500022A",58
"1483","120107000100500023C",163
"1484","120107000100500024A",92
"1485","120107000100500024B",37
"1486","120107000100500025B",74
"1487","120107000100500026C",88
"1488","120107000100500027 ",69
"1489","120107000100500028B",30
"1490","120107000100500029B",41
"1491","120107000100500029D",38
"1492","120107000100500029E",33
"1493","120107000100500029F",62
"1494","120107000100500029I",33
"1495","120107000100500030B",44
"1496","120107000100500030D",42
"1497","120107000100500030H",33
"1498","120107000100500030I",47
"1499","120107000100500030J",37
"1500","120107000100500034 ",47
"1501","120107000100500036 ",65
"1502","120107000100500037 ",56
"1503","120107000100500038 ",122
"1504","120107000100500039 ",111
"1505","120107000100500040A",39
"1506","120107000100500041 ",54
"1507","120107000100500042 ",91
"1508","120107000100500043 ",51
"1509","120107000100500044 ",40
"1510","120107000100500046B",69
"1511","120107000100500049 ",38
"1512","120107000100500050 ",67
"1513","120107000100500051 ",55
"1514","120107000100500053A",39
"1515","120107000100500054 ",60
"1516","120107000100500055 ",76
"1517","120107000100500057 ",83
"1518","120107000100500059 ",62
"1519","120107000100500060 ",62
"1520","120107000100500060C",88
"1521","120107000100500061A",101
"1522","120107000100500061B",35
"1523","120107000100500061G",37
"1524","120107000100500062C",44
"1525","120107000100500062D",71
"1526","120107000100500062E",41
"1527","120107000100500062H",43
"1528","120107000100500064 ",132
"1529","1201070001005008888",812
"1530","120107000100600001 ",150
"1531","120107000100600002 ",112
"1532","120107000100600003 ",79
"1533","120107000100600004 ",133
"1534","120107000100600005 ",163
"1535","120107000100600006 ",165
"1536","120107000100600007 ",162
"1537","120107000100600008 ",127
"1538","120107000100600009A",124
"1539","120107000100600009B",63
"1540","120107000100600010 ",168
"1541","120107000100600012 ",85
"1542","120107000100600013 ",140
"1543","120107000100600014 ",36
"1544","120107000100600015 ",84
"1545","120107000100600016 ",47
"1546","120107000100600018 ",49
"1547","120107000100600019A",58
"1548","120107000100600019B",47
"1549","120107000100600020A",83
"1550","120107000100600020B",64
"1551","120107000100600022A",99
"1552","120107000100600022B",81
"1553","120107000100600023 ",39
"1554","120107000100600024 ",46
"1555","120107000100600025A",40
"1556","120107000100600026 ",43
"1557","120107000100600027 ",40
"1558","120107000100600028 ",54
"1559","120107000100600031B",34
"1560","120107000100600031C",58
"1561","120107000100600033 ",32
"1562","120107000100600034 ",38
"1563","120107000100600035B",31
"1564","120107000100600036J",74
"1565","120107000100600037C",47
"1566","120107000100600037D",70
"1567","120107000100600038A",95
"1568","120107000100600038B",32
"1569","120107000100600039A",42
"1570","120107000100600039B",44
"1571","120107000100600040 ",137
"1572","120107000100600041 ",72
"1573","120107000100600042 ",85
"1574","120107000100600043 ",202
"1575","120107000100600044 ",143
"1576","120107000100600045 ",112
"1577","120107000100600046 ",181
"1578","120107000100600047 ",126
"1579","120107000100600048 ",131
"1580","120107000100600049A",326
"1581","120107000100600051A",279
"1582","1201070001006008888",345
"1583","120107000100601001 ",76
"1584","120107000100601002A",116
"1585","120107000100601002B",227
"1586","120107000100601003A",151
"1587","120107000100601003B",119
"1588","120107000100601004 ",71
"1589","120107000100601005 ",65
"1590","120107000100601006 ",112
"1591","120107000100601009 ",214
"1592","120107000100601011 ",113
"1593","120107000100601012 ",100
"1594","120107000100601013 ",70
"1595","120107000100601014A",79
"1596","120107000100601014B",40
"1597","120107000100601014C",61
"1598","120107000100601015 ",65
"1599","120107000100601016 ",93
"1600","120107000100601017 ",100
"1601","120107000100601018 ",48
"1602","120107000100601019A",91
"1603","120107000100601020B",140
"1604","120107000100601020C",99
"1605","120107000100601020D",263
"1606","120107000100601020E",351
"1607","120107000100601021 ",54
"1608","120107000100601022 ",50
"1609","120107000100601023 ",70
"1610","120107000100601025 ",216
"1611","120107000100601027 ",45
"1612","120107000100601028 ",163
"1613","120107000100601029 ",138
"1614","120107000100601030 ",60
"1615","120107000100601031 ",71
"1616","120107000100601032 ",122
"1617","120107000100601033 ",119
"1618","120107000100601034 ",73
"1619","120107000100601035 ",52
"1620","120107000100601036 ",72
"1621","120107000100601037 ",192
"1622","120107000100601038 ",291
"1623","120107000100601039 ",95
"1624","120107000100601040 ",150
"1625","120107000100601041 ",54
"1626","120107000100601042 ",51
"1627","120107000100601043 ",54
"1628","120107000100601044 ",196
"1629","120107000100601045 ",93
"1630","120107000100601046 ",171
"1631","120107000100601047 ",104
"1632","120107000100601047A",264
"1633","120107000100601048 ",163
"1634","120107000100601049 ",356
"1635","120107000100601052E",183
"1636","120107000100601052F",67
"1637","120107000100601052G",98
"1638","120107000100601052K",38
"1639","120107000100601052L",67
"1640","120107000100601052M",72
"1641","120107000100601052N",40
"1642","120107000100601052P",82
"1643","120107000100601052Q",134
"1644","120107000100601052R",86
"1645","120107000100601052S",63
"1646","120107000100601052T",81
"1647","120107000100601052U",253
"1648","120107000100601052V",154
"1649","120107000100601052X",52
"1650","120107000100601052Y",45
"1651","120107000100601052Ð",62
"1652","120107000100601053A",82
"1653","120107000100601053B",86
"1654","120107000100601054 ",60
"1655","120107000100601055 ",65
"1656","1201070001006018888",224
"1657","120107000100700001 ",417
"1658","120107000100700002 ",121
"1659","120107000100700003 ",79
"1660","120107000100700004 ",207
"1661","120107000100700005 ",136
"1662","120107000100700006 ",277
"1663","120107000100700007 ",128
"1664","120107000100700008 ",65
"1665","120107000100700011 ",61
"1666","120107000100700012 ",149
"1667","120107000100700013 ",253
"1668","120107000100700014 ",399
"1669","120107000100700015 ",69
"1670","120107000100700016 ",208
"1671","120107000100700017 ",54
"1672","120107000100700018 ",134
"1673","120107000100700019 ",229
"1674","120107000100700020 ",154
"1675","120107000100700021 ",191
"1676","120107000100700022 ",91
"1677","120107000100700023 ",209
"1678","120107000100700024 ",188
"1679","120107000100700025 ",36
"1680","120107000100700026 ",132
"1681","120107000100700027 ",152
"1682","120107000100700028 ",157
"1683","120107000100700029 ",104
"1684","120107000100700030 ",188
"1685","120107000100700031 ",155
"1686","120107000100700033 ",155
"1687","120107000100700034 ",216
"1688","120107000100700035 ",199
"1689","120107000100700036 ",54
"1690","120107000100700037 ",129
"1691","120107000100700038 ",123
"1692","120107000100700039 ",126
"1693","120107000100700040 ",91
"1694","120107000100700041 ",79
"1695","120107000100700042 ",90
"1696","120107000100700043 ",203
"1697","120107000100700044B",143
"1698","120107000100700044C",133
"1699","120107000100700045 ",128
"1700","120107000100700046 ",88
"1701","120107000100700047 ",85
"1702","120107000100700048 ",210
"1703","120107000100700049A",185
"1704","120107000100700049B",152
"1705","120107000100700049C",99
"1706","120107000100700050D",174
"1707","120107000100700050I",188
"1708","120107000100700051 ",145
"1709","120107000100700052A",150
"1710","120107000100700052B",216
"1711","120107000100700053B",54
"1712","120107000100700054A",62
"1713","120107000100700054B",86
"1714","120107000100700055A",64
"1715","120107000100700055B",89
"1716","120107000100700057A",169
"1717","120107000100700057E",345
"1718","120107000100700058 ",428
"1719","120107000100700058A",129
"1720","120107000100700058B",132
"1721","120107000100700058G",124
"1722","120107000100700058H",60
"1723","120107000100700059 ",67
"1724","120107000100700060A",80
"1725","120107000100700060B",197
"1726","120107000100700061 ",150
"1727","120107000100700062 ",85
"1728","120107000100700063 ",211
"1729","120107000100700064 ",120
"1730","120107000100700065A",81
"1731","120107000100700065B",71
"1732","120107000100700070 ",84
"1733","120107000100700071A",52
"1734","120107000100700071B",43
"1735","1201070001007008888",114
"1736","120107000100800001A",496
"1737","120107000100800002A",215
"1738","120107000100800003 ",160
"1739","120107000100800005 ",222
"1740","120107000100800006 ",203
"1741","120107000100800007 ",106
"1742","120107000100800008 ",175
"1743","120107000100800009A",268
"1744","120107000100800010 ",132
"1745","120107000100800011 ",47
"1746","120107000100800012A",236
"1747","120107000100800013 ",292
"1748","120107000100800014A",166
"1749","120107000100800015 ",192
"1750","120107000100800016A",239
"1751","120107000100800017B",1252
"1752","120107000100800018 ",71
"1753","120107000100800019 ",139
"1754","120107000100800020 ",110
"1755","120107000100800021 ",164
"1756","120107000100800022 ",150
"1757","120107000100800023 ",86
"1758","120107000100800024 ",174
"1759","120107000100800025 ",92
"1760","120107000100800026 ",55
"1761","120107000100800027 ",226
"1762","120107000100800028 ",124
"1763","120107000100800029 ",147
"1764","120107000100800030 ",190
"1765","120107000100800031 ",112
"1766","120107000100800032 ",182
"1767","120107000100800033B",143
"1768","120107000100800033C",264
"1769","120107000100800035A",288
"1770","120107000100800036A",276
"1771","120107000100800037 ",78
"1772","120107000100800038 ",91
"1773","120107000100800039A",47
"1774","120107000100800039B",131
"1775","120107000100800040 ",113
"1776","120107000100800042 ",224
"1777","120107000100800043 ",148
"1778","120107000100800044 ",174
"1779","120107000100800045 ",132
"1780","120107000100800047 ",266
"1781","120107000100800048 ",113
"1782","120107000100800049 ",294
"1783","120107000100800050A",172
"1784","120107000100800050B",36
"1785","120107000100800050D",71
"1786","120107000100800051B",369
"1787","120107000100800053 ",114
"1788","120107000100800054 ",91
"1789","120107000100800055 ",135
"1790","120107000100800056 ",63
"1791","120107000100800057A",52
"1792","120107000100800057B",31
"1793","120107000100800058 ",96
"1794","120107000100800059B",110
"1795","120107000100800059C",156
"1796","120107000100800060C",109
"1797","120107000100800060D",199
"1798","120107000100800060E",99
"1799","120107000100800061 ",47
"1800","120107000100800063C",172
"1801","120107000100800064 ",78
"1802","120107000100800065B",62
"1803","120107000100800065C",70
"1804","120107000100800065D",73
"1805","120107000100800066B",119
"1806","120107000100800066D",223
"1807","1201070001008008888",82
"1808","120108000100100046 ",33
"1809","120108000100100054 ",36
"1810","1201080001001008888",601
"1811","1201080004002008888",199
"1812","120111000100100001 ",37
"1813","120111000100100002 ",48
"1814","120111000100100004 ",77
"1815","120111000100100007A",32
"1816","120111000100100009 ",43
"1817","120111000100100012B",90
"1818","120111000100100014B",30
"1819","120111000100100014C",98
"1820","120111000100100014F",45
"1821","120111000100100017B",64
"1822","120111000100100017C",34
"1823","1201110001001008888",201
"1824","120112000100100010B",37
"1825","1201120001001008888",609
"1826","120113000100100010 ",37
"1827","120113000100100014A",30
"1828","1201130001001008888",299
"1829","120113000200400006 ",32
"1830","120113000200400006E",38
"1831","1201130002004008888",271
"1832","120114000100100001A",39
"1833","120114000100100002 ",31
"1834","120114000100100003 ",61
"1835","120114000100100004 ",63
"1836","120114000100100005 ",76
"1837","120114000100100006 ",39
"1838","120114000100100007 ",44
"1839","120114000100100008 ",49
"1840","120114000100100010 ",209
"1841","120114000100100011 ",193
"1842","120114000100100012 ",164
"1843","120114000100100013 ",110
"1844","120114000100100014 ",152
"1845","120114000100100015 ",181
"1846","120114000100100016 ",168
"1847","120114000100100018 ",84
"1848","120114000100100019 ",63
"1849","120114000100100020 ",62
"1850","120114000100100021A",71
"1851","120114000100100023 ",61
"1852","120114000100100024 ",52
"1853","120114000100100025 ",70
"1854","120114000100100026 ",49
"1855","120114000100100027 ",64
"1856","120114000100100028 ",67
"1857","120114000100100029 ",39
"1858","120114000100100030 ",38
"1859","120114000100100031 ",59
"1860","120114000100100032 ",80
"1861","120114000100100033 ",81
"1862","120114000100100034 ",93
"1863","120114000100100035 ",95
"1864","120114000100100036 ",64
"1865","120114000100100038 ",127
"1866","120114000100100039 ",152
"1867","120114000100100040 ",125
"1868","120114000100100042 ",67
"1869","120114000100100043A",69
"1870","120114000100100044 ",131
"1871","120114000100100045 ",161
"1872","120114000100100046 ",116
"1873","120114000100100047 ",112
"1874","120114000100100048 ",81
"1875","120114000100100049 ",164
"1876","120114000100100050 ",131
"1877","120114000100100051 ",101
"1878","120114000100100052 ",67
"1879","120114000100100053 ",133
"1880","120114000100100054 ",98
"1881","120114000100100055 ",93
"1882","120114000100100056 ",136
"1883","120114000100100057 ",83
"1884","120114000100100058 ",63
"1885","120114000100100059 ",64
"1886","120114000100100060 ",121
"1887","120114000100100061 ",89
"1888","120114000100100062 ",66
"1889","120114000100100064 ",115
"1890","120114000100100065 ",116
"1891","120114000100100066 ",116
"1892","120114000100100067A",87
"1893","1201140001001008888",86
"1894","120114000100200003C",191
"1895","120114000100200004A",110
"1896","120114000100200004C",100
"1897","120114000100200004D",152
"1898","120114000100200005 ",136
"1899","120114000100200006A",161
"1900","120114000100200006D",91
"1901","120114000100200006F",79
"1902","120114000100200006G",77
"1903","120114000100200006H",75
"1904","120114000100200006I",61
"1905","120114000100200006J",66
"1906","120114000100200006K",157
"1907","120114000100200006L",89
"1908","120114000100200006M",97
"1909","120114000100200006N",65
"1910","120114000100200007 ",181
"1911","120114000100200008A",358
"1912","120114000100200011 ",208
"1913","120114000100200012A",179
"1914","120114000100200012B",48
"1915","120114000100200013 ",167
"1916","120114000100200013B",49
"1917","120114000100200015 ",218
"1918","120114000100200016B",185
"1919","120114000100200016E",60
"1920","120114000100200016F",38
"1921","120114000100200016G",325
"1922","120114000100200017 ",95
"1923","120114000100200018A",99
"1924","120114000100200018B",267
"1925","120114000100200018C",49
"1926","120114000100200019 ",54
"1927","120114000100200020C",136
"1928","120114000100200020G",71
"1929","120114000100200020H",100
"1930","120114000100200020J",109
"1931","120114000100200020K",35
"1932","120114000100200020L",68
"1933","120114000100200020N",114
"1934","120114000100200020O",32
"1935","120114000100200021 ",75
"1936","120114000100200023 ",71
"1937","120114000100200024 ",41
"1938","120114000100200025 ",133
"1939","120114000100200026 ",168
"1940","120114000100200027 ",108
"1941","120114000100200028 ",79
"1942","120114000100200029 ",98
"1943","120114000100200030 ",262
"1944","120114000100200031 ",102
"1945","120114000100200033A",111
"1946","120114000100200034 ",118
"1947","120114000100200035 ",125
"1948","120114000100200036 ",228
"1949","120114000100200037A",127
"1950","120114000100200038 ",161
"1951","120114000100200040 ",134
"1952","120114000100200041 ",72
"1953","120114000100200042 ",71
"1954","120114000100200043 ",170
"1955","120114000100200044 ",151
"1956","120114000100200045 ",130
"1957","120114000100200046 ",112
"1958","120114000100200047A",370
"1959","120114000100200048 ",312
"1960","120114000100200049 ",57
"1961","120114000100200050 ",165
"1962","120114000100200051 ",188
"1963","120114000100200052C",134
"1964","120114000100200052E",101
"1965","120114000100200052F",34
"1966","120114000100200053A",67
"1967","120114000100200053E",192
"1968","120114000100200054A",147
"1969","120114000100200054B",92
"1970","120114000100200054C",38
"1971","120114000100200054D",62
"1972","120114000100200055C",272
"1973","120114000100200055D",272
"1974","120114000100200056E",82
"1975","120114000100200056G",207
"1976","120114000100200056H",102
"1977","120114000100200058A",148
"1978","120114000100200059B",41
"1979","120114000100200059C",261
"1980","120114000100200059D",298
"1981","120114000100200059E",131
"1982","120114000100200059H",180
"1983","120114000100200059I",220
"1984","120114000100200060 ",97
"1985","120114000100200061 ",263
"1986","120114000100200062A",59
