"","Mz","total"
"2937","120114000101900046 ",109
"2938","120114000101900047 ",131
"2939","120114000101900048A",110
"2940","120114000101900049 ",112
"2941","120114000101900050 ",85
"2942","120114000101900051 ",108
"2943","120114000101900052 ",104
"2944","1201140001019008888",27
"2945","120114000102000001A",404
"2946","120114000102000002 ",57
"2947","120114000102000003 ",74
"2948","120114000102000004 ",127
"2949","120114000102000005 ",94
"2950","120114000102000006 ",41
"2951","120114000102000007A",146
"2952","120114000102000007B",67
"2953","120114000102000008 ",219
"2954","120114000102000009 ",136
"2955","120114000102000010A",99
"2956","120114000102000011B",64
"2957","120114000102000012C",106
"2958","120114000102000015 ",51
"2959","120114000102000017 ",266
"2960","120114000102000018B",37
"2961","120114000102000018C",203
"2962","120114000102000021 ",149
"2963","120114000102000022 ",67
"2964","120114000102000023B",111
"2965","120114000102000024 ",114
"2966","120114000102000025 ",54
"2967","120114000102000026 ",103
"2968","120114000102000027 ",69
"2969","120114000102000028A",53
"2970","120114000102000028B",55
"2971","120114000102000030A",132
"2972","120114000102000031 ",151
"2973","120114000102000033 ",114
"2974","120114000102000034 ",86
"2975","120114000102000035 ",106
"2976","120114000102000036 ",136
"2977","120114000102000037 ",40
"2978","120114000102000038A",47
"2979","120114000102000039A",162
"2980","120114000102000040 ",133
"2981","120114000102000041 ",69
"2982","120114000102000042 ",70
"2983","120114000102000043 ",124
"2984","120114000102000044 ",119
"2985","120114000102000045 ",68
"2986","120114000102000046 ",98
"2987","120114000102000047 ",80
"2988","120114000102000048 ",82
"2989","120114000102000049 ",78
"2990","120114000102000050 ",56
"2991","120114000102000051 ",59
"2992","120114000102000052 ",58
"2993","1201140001020008888",34
"2994","120114000102100001 ",51
"2995","120114000102100002 ",130
"2996","120114000102100003 ",58
"2997","120114000102100004 ",49
"2998","120114000102100005 ",164
"2999","120114000102100006A",587
"3000","120114000102100034A",58
"3001","120114000102100035 ",45
"3002","120114000102100036A",95
"3003","120114000102100040A",121
"3004","120114000102100041 ",60
"3005","120114000102100042 ",78
"3006","120114000102100043A",63
"3007","120114000102100044A",67
"3008","120114000102100045B",105
"3009","120114000102100046A",143
"3010","120114000102100047A",126
"3011","120114000102100050A",94
"3012","120114000102100052 ",40
"3013","120114000102100053 ",111
"3014","120114000102100055 ",172
"3015","120114000102100056 ",51
"3016","120114000102100057 ",57
"3017","1201140001021008888",49
"3018","120114000102200003 ",44
"3019","120114000102200004 ",110
"3020","120114000102200005 ",124
"3021","120114000102200006 ",87
"3022","120114000102200007 ",47
"3023","120114000102200008 ",40
"3024","120114000102200009 ",41
"3025","120114000102200009R",49
"3026","120114000102200009T",38
"3027","120114000102200010 ",88
"3028","120114000102200011 ",61
"3029","120114000102200012 ",109
"3030","120114000102200013 ",149
"3031","120114000102200014 ",98
"3032","120114000102200015 ",81
"3033","120114000102200016 ",145
"3034","120114000102200017 ",104
"3035","120114000102200018 ",84
"3036","120114000102200021 ",44
"3037","120114000102200022 ",66
"3038","120114000102200023 ",112
"3039","120114000102200024 ",139
"3040","120114000102200025 ",85
"3041","120114000102200026 ",94
"3042","120114000102200027 ",104
"3043","120114000102200028 ",64
"3044","120114000102200032 ",56
"3045","120114000102200033 ",103
"3046","120114000102200034 ",165
"3047","120114000102200035 ",149
"3048","120114000102200036 ",39
"3049","120114000102200037 ",48
"3050","120114000102200038 ",62
"3051","120114000102200040 ",55
"3052","120114000102200041 ",116
"3053","120114000102200042 ",62
"3054","120114000102200043 ",35
"3055","120114000102200044 ",120
"3056","120114000102200045 ",117
"3057","120114000102200046 ",117
"3058","120114000102200047 ",90
"3059","120114000102200048 ",119
"3060","120114000102200049 ",63
"3061","120114000102200050 ",63
"3062","120114000102200052A",64
"3063","120114000102200054 ",84
"3064","120114000102200055 ",109
"3065","1201140001022008888",811
"3066","120114000102300001 ",96
"3067","120114000102300002 ",88
"3068","120114000102300003 ",36
"3069","120114000102300004 ",33
"3070","120114000102300005 ",180
"3071","120114000102300006 ",101
"3072","120114000102300007 ",76
"3073","120114000102300008 ",59
"3074","120114000102300009 ",82
"3075","120114000102300010 ",37
"3076","120114000102300011 ",73
"3077","120114000102300012 ",109
"3078","120114000102300013 ",49
"3079","120114000102300014 ",53
"3080","120114000102300015 ",122
"3081","120114000102300016 ",110
"3082","120114000102300017 ",47
"3083","120114000102300018 ",39
"3084","120114000102300019 ",94
"3085","120114000102300020 ",86
"3086","120114000102300021 ",114
"3087","120114000102300023 ",32
"3088","120114000102300024 ",58
"3089","120114000102300025D",52
"3090","120114000102300027 ",35
"3091","120114000102300028 ",48
"3092","120114000102300030 ",35
"3093","120114000102300031 ",95
"3094","120114000102300032 ",50
"3095","120114000102300033 ",36
"3096","120114000102300034 ",97
"3097","120114000102300035 ",48
"3098","120114000102300036 ",102
"3099","120114000102300037 ",69
"3100","120114000102300038 ",50
"3101","120114000102300039 ",40
"3102","120114000102300040 ",64
"3103","120114000102300041 ",82
"3104","120114000102300042 ",152
"3105","120114000102300043 ",132
"3106","120114000102300045 ",40
"3107","120114000102300046A",89
"3108","120114000102300047A",136
"3109","120114000102300048 ",55
"3110","1201140001023008888",66
"3111","120114000102400001 ",143
"3112","120114000102400002 ",57
"3113","120114000102400003 ",77
"3114","120114000102400004 ",72
"3115","120114000102400005 ",85
"3116","120114000102400006 ",167
"3117","120114000102400007 ",104
"3118","120114000102400011 ",95
"3119","120114000102400012 ",81
"3120","120114000102400013 ",32
"3121","120114000102400014 ",127
"3122","120114000102400015 ",56
"3123","120114000102400016 ",48
"3124","120114000102400017 ",69
"3125","120114000102400019 ",100
"3126","120114000102400020 ",59
"3127","120114000102400021 ",79
"3128","120114000102400022 ",102
"3129","120114000102400023 ",75
"3130","120114000102400024 ",89
"3131","120114000102400025 ",93
"3132","120114000102400026 ",110
"3133","120114000102400027 ",103
"3134","120114000102400028 ",56
"3135","120114000102400029 ",49
"3136","120114000102400030 ",76
"3137","120114000102400031 ",124
"3138","120114000102400032 ",103
"3139","120114000102400033 ",83
"3140","120114000102400034 ",120
"3141","120114000102400035 ",101
"3142","120114000102400036 ",125
"3143","120114000102400037 ",76
"3144","120114000102400038A",140
"3145","120114000102400039 ",75
"3146","120114000102400041 ",66
"3147","120114000102400042 ",119
"3148","120114000102400044 ",135
"3149","120114000102400045 ",133
"3150","120114000102400046 ",40
"3151","120114000102400047 ",103
"3152","120114000102400048 ",88
"3153","120114000102400049 ",148
"3154","120114000102400050 ",53
"3155","120114000102400051 ",83
"3156","120114000102400052 ",95
"3157","1201140001024008888",42
"3158","120114000102500001 ",35
"3159","120114000102500002B",67
"3160","120114000102500003D",142
"3161","120114000102500003E",88
"3162","120114000102500003F",81
"3163","120114000102500004 ",79
"3164","120114000102500005B",48
"3165","120114000102500007B",71
"3166","120114000102500009E",60
"3167","120114000102500009H",46
"3168","120114000102500009I",35
"3169","120114000102500010 ",69
"3170","120114000102500011 ",46
"3171","120114000102500013 ",47
"3172","120114000102500014 ",37
"3173","120114000102500015 ",50
"3174","120114000102500016A",54
"3175","120114000102500017A",32
"3176","120114000102500018 ",54
"3177","120114000102500019 ",69
"3178","120114000102500020 ",55
"3179","120114000102500021 ",44
"3180","120114000102500021C",42
"3181","120114000102500022 ",53
"3182","120114000102500023 ",52
"3183","120114000102500024A",248
"3184","120114000102500025C",69
"3185","120114000102500025D",68
"3186","120114000102500029A",34
"3187","120114000102500030 ",46
"3188","120114000102500031 ",61
"3189","120114000102500032 ",100
"3190","120114000102500034 ",80
"3191","120114000102500035 ",72
"3192","120114000102500036 ",85
"3193","120114000102500038 ",31
"3194","120114000102500039 ",51
"3195","120114000102500041 ",37
"3196","120114000102500042 ",107
"3197","120114000102500043 ",69
"3198","120114000102500044A",122
"3199","120114000102500046A",33
"3200","120114000102500047 ",73
"3201","120114000102500050 ",129
"3202","120114000102500052A",74
"3203","1201140001025008888",299
"3204","120114000102600001D",52
"3205","120114000102600002G",145
"3206","120114000102600003 ",64
"3207","120114000102600004A",55
"3208","120114000102600005 ",42
"3209","120114000102600006B",74
"3210","120114000102600008 ",50
"3211","120114000102600010 ",99
"3212","120114000102600011 ",82
"3213","120114000102600012 ",99
"3214","120114000102600015 ",41
"3215","120114000102600017 ",40
"3216","120114000102600018A",116
"3217","120114000102600022B",57
"3218","120114000102600022C",31
"3219","120114000102600025A",60
"3220","120114000102600027 ",51
"3221","120114000102600028 ",47
"3222","120114000102600028A",86
"3223","120114000102600028E",62
"3224","120114000102600028F",78
"3225","120114000102600029A",64
"3226","120114000102600029B",51
"3227","120114000102600034C",40
"3228","120114000102600038 ",40
"3229","120114000102600040B",174
"3230","120114000102600042 ",327
"3231","120114000102600043 ",108
"3232","120114000102600044 ",161
"3233","120114000102600045 ",112
"3234","120114000102600046 ",81
"3235","120114000102600048 ",178
"3236","120114000102600049 ",176
"3237","120114000102600050 ",157
"3238","120114000102600051 ",210
"3239","120114000102600052 ",221
"3240","1201140001026008888",330
"3241","120114000102700002 ",49
"3242","120114000102700003J",55
"3243","120114000102700005 ",89
"3244","120114000102700006 ",178
"3245","120114000102700007C",73
"3246","120114000102700007E",123
"3247","120114000102700007F",30
"3248","120114000102700007H",183
"3249","120114000102700008 ",79
"3250","120114000102700009 ",140
"3251","120114000102700010 ",97
"3252","120114000102700011 ",46
"3253","120114000102700012 ",89
"3254","120114000102700013 ",68
"3255","120114000102700014 ",86
"3256","120114000102700015 ",81
"3257","120114000102700016 ",97
"3258","120114000102700017 ",47
"3259","120114000102700018 ",114
"3260","120114000102700019 ",128
"3261","120114000102700020 ",104
"3262","120114000102700021 ",43
"3263","120114000102700022 ",74
"3264","120114000102700023 ",105
"3265","120114000102700024 ",121
"3266","120114000102700025 ",90
"3267","120114000102700026A",83
"3268","120114000102700026B",49
"3269","120114000102700026C",134
"3270","120114000102700026D",32
"3271","120114000102700027 ",132
"3272","120114000102700028 ",104
"3273","120114000102700029 ",173
"3274","120114000102700030 ",134
"3275","120114000102700032 ",105
"3276","120114000102700033 ",106
"3277","120114000102700034 ",101
"3278","120114000102700035 ",89
"3279","120114000102700036 ",100
"3280","120114000102700037 ",101
"3281","120114000102700038 ",108
"3282","120114000102700039 ",187
"3283","120114000102700040 ",103
"3284","120114000102700042 ",142
"3285","120114000102700043 ",134
"3286","120114000102700044 ",76
"3287","120114000102700046 ",122
"3288","120114000102700047 ",131
"3289","120114000102700051 ",76
"3290","120114000102700052 ",56
"3291","120114000102700053 ",68
"3292","120114000102700054 ",70
"3293","1201140001027008888",141
"3294","120114000102800001 ",51
"3295","120114000102800002 ",87
"3296","120114000102800003 ",72
"3297","120114000102800004 ",155
"3298","120114000102800005 ",102
"3299","120114000102800006 ",76
"3300","120114000102800008 ",44
"3301","120114000102800009 ",46
"3302","120114000102800010 ",38
"3303","120114000102800011 ",54
"3304","120114000102800012 ",36
"3305","120114000102800013 ",44
"3306","120114000102800014 ",194
"3307","120114000102800015 ",96
"3308","120114000102800016B",79
"3309","120114000102800018 ",69
"3310","120114000102800019 ",111
"3311","120114000102800021 ",80
"3312","120114000102800022A",128
"3313","120114000102800023A",149
"3314","120114000102800024 ",130
"3315","120114000102800025 ",43
"3316","120114000102800027 ",93
"3317","120114000102800028 ",52
"3318","120114000102800029 ",59
"3319","120114000102800030 ",160
"3320","120114000102800032 ",60
"3321","120114000102800033 ",127
"3322","120114000102800034 ",96
"3323","120114000102800035 ",61
"3324","120114000102800036 ",81
"3325","120114000102800039 ",91
"3326","120114000102800040 ",129
"3327","120114000102800041 ",131
"3328","120114000102800042 ",91
"3329","120114000102800043 ",107
"3330","120114000102800044 ",111
"3331","120114000102800045 ",70
"3332","120114000102800046 ",89
"3333","120114000102800047 ",202
"3334","120114000102800048A",200
"3335","120114000102800048B",77
"3336","120114000102800049 ",111
"3337","120114000102800050A",98
"3338","120114000102800050B",60
"3339","120114000102800051 ",99
"3340","120114000102800052A",108
"3341","120114000102800052B",92
"3342","120114000102800053B",130
"3343","120114000102800053C",50
"3344","120114000102800053D",63
"3345","120114000102800053E",52
"3346","1201140001028008888",71
"3347","120114000602900001A",41
"3348","120114000602900008 ",31
"3349","120114000602900010 ",43
"3350","120114000602900014A",112
"3351","120114000602900017A",58
"3352","120114000602900020 ",36
"3353","120114000602900026 ",65
"3354","120114000602900030A",43
"3355","120114000602900030B",31
"3356","120114000602900031 ",35
"3357","120114000602900032 ",94
"3358","120114000602900033 ",39
"3359","120114000602900035 ",61
"3360","120114000602900038 ",48
"3361","120114000602900040 ",34
"3362","120114000602900041 ",52
"3363","120114000602900042 ",38
"3364","120114000602900043 ",34
"3365","120114000602900046 ",41
"3366","120114000602900047 ",35
"3367","120114000602900050 ",32
"3368","120114000602900051 ",52
"3369","120114000602900052 ",43
"3370","120114000602900053 ",37
"3371","120114000602900054 ",41
"3372","120114000602900057 ",33
"3373","120114000602900059 ",40
"3374","120114000602900061 ",33
"3375","120114000602900062 ",42
"3376","120114000602900063 ",40
"3377","120114000602900064 ",93
"3378","120114000602900066 ",42
"3379","1201140006029008888",425
"3380","120116000100100008 ",53
"3381","120116000100100010 ",31
"3382","120116000100100013 ",39
"3383","120116000100100018 ",40
"3384","120116000100100027 ",56
"3385","120116000100100029 ",35
"3386","120116000100100031 ",31
"3387","120116000100100034E",30
"3388","120116000100100040A",52
"3389","120116000100100040B",73
"3390","120116000100100045 ",48
"3391","120116000100100052A",35
"3392","120116000100100054 ",39
"3393","1201160001001008888",735
"3394","120117000100100001 ",95
"3395","120117000100100002E",34
"3396","120117000100100004 ",60
"3397","120117000100100005D",34
"3398","120117000100100005J",34
"3399","120117000100100006 ",40
"3400","120117000100100007 ",48
"3401","120117000100100010 ",67
"3402","120117000100100011 ",58
"3403","120117000100100015 ",44
"3404","120117000100100020 ",107
"3405","120117000100100021 ",61
"3406","120117000100100022 ",45
"3407","120117000100100024 ",33
"3408","120117000100100025 ",78
"3409","120117000100100026 ",40
"3410","120117000100100029 ",56
"3411","120117000100100030 ",61
"3412","120117000100100031 ",57
"3413","120117000100100032 ",163
"3414","120117000100100033 ",39
"3415","120117000100100034B",121
"3416","120117000100100034D",35
"3417","120117000100100035 ",33
"3418","120117000100100036 ",97
"3419","120117000100100037A",79
"3420","120117000100100037B",83
"3421","120117000100100038 ",110
"3422","120117000100100039A",75
"3423","120117000100100043 ",69
"3424","120117000100100050A",37
"3425","120117000100100052 ",42
"3426","120117000100100053 ",107
"3427","120117000100100054 ",142
"3428","120117000100100055 ",110
"3429","120117000100100056 ",87
"3430","120117000100100058 ",47
"3431","120117000100100059 ",36
"3432","120117000100100060 ",45
"3433","120117000100100063 ",38
"3434","1201170001001008888",681
"3435","120117000100101010A",77
"3436","120117000100101013 ",59
"3437","120117000100101019 ",31
"3438","120117000100101022 ",82
"3439","1201170001001018888",262
"3440","120117000100102001A",32
"3441","120117000100102002A",38
"3442","120117000100102007A",145
"3443","120117000100102009 ",45
"3444","120117000100102010 ",87
"3445","120117000100102011 ",56
"3446","120117000100102013 ",71
"3447","120117000100102014 ",34
"3448","120117000100102015 ",100
"3449","120117000100102016 ",100
"3450","120117000100102017A",86
"3451","120117000100102017B",42
"3452","120117000100102019 ",50
"3453","120117000100102026A",60
"3454","120117000100102027A",65
"3455","120117000100102028 ",54
"3456","120117000100102030A",37
"3457","1201170001001028888",310
"3458","120119000100100002 ",61
"3459","120119000100100004 ",91
"3460","120119000100100005B",58
"3461","120119000100100005C",108
"3462","120119000100100005D",32
"3463","120119000100100006A",58
"3464","120119000100100006B",37
"3465","120119000100100007A",140
"3466","120119000100100007B",42
"3467","120119000100100008B",30
"3468","120119000100100008C",98
"3469","120119000100100009A",95
"3470","120119000100100009B",149
"3471","120119000100100010 ",57
"3472","120119000100100011 ",61
"3473","120119000100100012 ",51
"3474","120119000100100013A",87
"3475","120119000100100013B",58
"3476","120119000100100014 ",67
"3477","120119000100100015 ",45
"3478","120119000100100016 ",39
"3479","120119000100100018 ",76
"3480","120119000100100019 ",131
"3481","120119000100100020A",66
"3482","120119000100100020B",43
"3483","120119000100100021B",81
"3484","120119000100100022C",31
"3485","120119000100100022D",91
"3486","120119000100100022E",150
"3487","120119000100100023A",67
"3488","120119000100100023B",40
"3489","120119000100100023D",60
"3490","120119000100100024B",122
"3491","120119000100100024D",62
"3492","120119000100100024E",45
"3493","120119000100100024G",87
"3494","120119000100100025A",34
"3495","120119000100100025B",109
"3496","120119000100100026C",132
"3497","120119000100100026D",55
"3498","120119000100100026F",69
"3499","120119000100100026G",43
"3500","120119000100100026H",45
"3501","120119000100100026I",55
"3502","120119000100100026J",33
"3503","120119000100100026K",87
"3504","120119000100100027 ",112
"3505","120119000100100028A",80
"3506","120119000100100028C",104
"3507","120119000100100028E",135
"3508","120119000100100028H",49
"3509","120119000100100028J",95
"3510","120119000100100028L",97
"3511","120119000100100028M",97
"3512","120119000100100028O",49
"3513","120119000100100029 ",96
"3514","120119000100100030 ",77
"3515","120119000100100031 ",58
"3516","120119000100100032 ",48
"3517","120119000100100033 ",102
"3518","120119000100100034 ",74
"3519","120119000100100035 ",74
"3520","120119000100100037 ",122
"3521","120119000100100038A",166
"3522","120119000100100038B",49
"3523","120119000100100039C",46
"3524","120119000100100039D",36
"3525","120119000100100040 ",49
"3526","120119000100100042B",77
"3527","120119000100100042C",83
"3528","120119000100100045 ",80
"3529","120119000100100046 ",85
"3530","120119000100100049 ",57
"3531","120119000100100050 ",58
"3532","120119000100100051A",136
"3533","120119000100100051D",49
"3534","120119000100100052A",45
"3535","120119000100100052D",56
"3536","120119000100100052E",43
"3537","120119000100100052G",203
"3538","120119000100100056 ",30
"3539","120119000100100057 ",57
"3540","120119000100100058 ",61
"3541","120119000100100059 ",64
"3542","120119000100100060 ",79
"3543","120119000100100061 ",47
"3544","120119000100100064 ",65
"3545","120119000100100065B",35
"3546","120119000100100065C",201
"3547","120119000100100067A",88
"3548","120119000100100069 ",116
"3549","120119000100100070 ",133
"3550","120119000100100073A",72
"3551","120119000100100073B",66
"3552","120119000100100074 ",42
"3553","120119000100100075 ",45
"3554","120119000100100076B",124
"3555","120119000100100076C",111
"3556","120119000100100076G",94
"3557","120119000100100076I",48
"3558","120119000100100076J",43
"3559","120119000100100076K",44
"3560","120119000100100076M",49
"3561","120119000100100076N",69
"3562","120119000100100076O",66
"3563","120119000100100076P",120
"3564","120119000100100076Q",77
"3565","120119000100100076R",46
"3566","120119000100100076T",33
"3567","120119000100100078F",112
"3568","120119000100100078G",136
"3569","120119000100100078H",98
"3570","120119000100100078I",45
"3571","120119000100100078J",67
"3572","120119000100100078K",116
"3573","120119000100100078M",264
"3574","120119000100100078N",132
"3575","120119000100100078O",142
"3576","1201190001001008888",393
"3577","120119000100101001B",273
"3578","120119000100101001F",166
"3579","120119000100101001G",172
"3580","120119000100101001H",102
"3581","120119000100101002 ",437
"3582","120119000100101003 ",180
"3583","120119000100101004A",257
"3584","120119000100101004B",107
"3585","120119000100101005 ",81
"3586","120119000100101006B",115
"3587","120119000100101006C",62
"3588","120119000100101007A",49
"3589","120119000100101008B",65
"3590","120119000100101009A",63
"3591","120119000100101010 ",186
"3592","120119000100101011 ",178
"3593","120119000100101012 ",87
"3594","120119000100101013 ",102
"3595","120119000100101014A",259
"3596","120119000100101014B",56
"3597","120119000100101014C",44
"3598","120119000100101016 ",110
"3599","120119000100101017 ",50
"3600","120119000100101018 ",117
"3601","120119000100101019 ",87
"3602","120119000100101020A",97
"3603","120119000100101021A",60
"3604","120119000100101021C",85
"3605","120119000100101021D",32
"3606","120119000100101022 ",189
"3607","120119000100101023 ",46
"3608","120119000100101024 ",127
"3609","120119000100101027 ",127
"3610","120119000100101028 ",31
"3611","120119000100101029 ",49
"3612","120119000100101031B",35
"3613","120119000100101032 ",32
"3614","120119000100101033 ",43
"3615","120119000100101034A",75
"3616","120119000100101034B",48
"3617","120119000100101035B",98
"3618","120119000100101037A",44
"3619","120119000100101039 ",110
"3620","120119000100101040 ",55
"3621","120119000100101041 ",96
"3622","120119000100101042 ",51
"3623","120119000100101043 ",103
"3624","120119000100101045 ",84
"3625","120119000100101048 ",104
"3626","120119000100101049A",57
"3627","120119000100101049B",92
"3628","120119000100101050 ",104
"3629","120119000100101051 ",40
"3630","120119000100101053B",43
"3631","120119000100101054B",43
"3632","120119000100101056 ",41
"3633","120119000100101059B",43
"3634","120119000100101059C",50
"3635","120119000100101059D",36
"3636","120119000100101060C",35
"3637","120119000100101061A",125
"3638","120119000100101064 ",56
"3639","120119000100101065 ",69
"3640","120119000100101067 ",51
"3641","1201190001001018888",416
"3642","120119000100102002 ",104
"3643","120119000100102003C",459
"3644","120119000100102004A",133
"3645","120119000100102004D",42
"3646","120119000100102004G",34
"3647","120119000100102004H",47
"3648","120119000100102005A",64
"3649","120119000100102005H",37
"3650","120119000100102005K",31
"3651","120119000100102005L",37
"3652","120119000100102005N",52
"3653","120119000100102006 ",154
"3654","120119000100102008A",94
"3655","120119000100102008B",46
"3656","120119000100102008C",44
"3657","120119000100102008D",383
"3658","120119000100102009 ",118
"3659","120119000100102010 ",110
"3660","120119000100102011A",330
"3661","120119000100102011B",175
"3662","120119000100102012 ",119
"3663","120119000100102013 ",131
"3664","120119000100102015D",57
"3665","120119000100102016 ",46
"3666","120119000100102020 ",31
"3667","120119000100102021 ",30
"3668","120119000100102022 ",56
"3669","120119000100102023 ",59
"3670","120119000100102024 ",48
"3671","120119000100102025 ",46
"3672","120119000100102026 ",61
"3673","120119000100102027C",31
"3674","120119000100102027D",46
"3675","120119000100102028C",34
"3676","120119000100102028D",47
"3677","120119000100102029D",44
"3678","120119000100102030C",49
"3679","120119000100102030D",60
"3680","120119000100102032 ",38
"3681","120119000100102033 ",50
"3682","120119000100102034 ",64
"3683","120119000100102035 ",51
"3684","120119000100102036 ",39
"3685","120119000100102037A",89
"3686","120119000100102038 ",39
"3687","120119000100102039B",67
"3688","120119000100102040 ",62
"3689","120119000100102041 ",45
"3690","120119000100102042B",33
"3691","120119000100102043 ",43
"3692","120119000100102048D",45
"3693","120119000100102048E",274
"3694","120119000100102048F",30
"3695","120119000100102048H",39
"3696","120119000100102049A",42
"3697","120119000100102049C",52
"3698","120119000100102049D",74
"3699","120119000100102049E",100
"3700","120119000100102049F",45
"3701","120119000100102050A",78
"3702","120119000100102050C",138
"3703","120119000100102050D",193
"3704","120119000100102050E",221
"3705","120119000100102051 ",101
"3706","120119000100102053A",88
"3707","120119000100102053B",61
"3708","120119000100102054D",41
"3709","120119000100102054G",74
"3710","120119000100102054H",46
"3711","120119000100102054I",110
"3712","120119000100102054L",99
"3713","120119000100102054O",78
"3714","120119000100102055 ",161
"3715","120119000100102056 ",141
"3716","120119000100102057A",101
"3717","120119000100102058A",79
"3718","120119000100102058B",44
"3719","120119000100102060 ",106
"3720","120119000100102061B",116
"3721","1201190001001028888",551
"3722","120120000100100014 ",37
"3723","120120000100100022 ",46
"3724","120120000100100025 ",34
"3725","120120000100100030A",32
"3726","120120000100100041B",34
"3727","1201200001001008888",451
"3728","120121000100100001 ",177
"3729","120121000100100002B",35
"3730","120121000100100002D",52
"3731","120121000100100002F",50
"3732","120121000100100002G",81
"3733","120121000100100003A",132
"3734","120121000100100003B",40
"3735","120121000100100004A",256
"3736","120121000100100005A",50
"3737","120121000100100005B",83
"3738","120121000100100006 ",136
"3739","120121000100100007 ",228
"3740","120121000100100008E",130
"3741","120121000100100009A",50
"3742","120121000100100009B",82
"3743","120121000100100010A",104
"3744","120121000100100010B",44
"3745","120121000100100010C",64
"3746","120121000100100012 ",48
"3747","120121000100100013A",41
"3748","120121000100100013B",55
"3749","120121000100100013C",53
"3750","120121000100100014 ",58
"3751","120121000100100015B",34
"3752","120121000100100016 ",79
"3753","120121000100100017A",164
"3754","120121000100100018 ",71
"3755","120121000100100020 ",46
"3756","120121000100100021 ",45
"3757","120121000100100023C",50
"3758","120121000100100025 ",33
"3759","120121000100100029 ",100
"3760","120121000100100030 ",35
"3761","120121000100100032B",44
"3762","120121000100100033A",67
"3763","120121000100100035 ",51
"3764","120121000100100037A",84
"3765","120121000100100038 ",139
"3766","120121000100100039 ",138
"3767","120121000100100042 ",53
"3768","120121000100100044 ",95
"3769","120121000100100045 ",74
"3770","120121000100100046 ",77
"3771","120121000100100048 ",103
"3772","120121000100100050 ",37
"3773","120121000100100051 ",62
"3774","120121000100100052 ",73
"3775","120121000100100054 ",75
"3776","120121000100100055 ",105
"3777","120121000100100056 ",216
"3778","120121000100100058 ",121
"3779","120121000100100059 ",134
"3780","1201210001001008888",311
"3781","120121000100101001A",46
"3782","120121000100101003 ",138
"3783","120121000100101004 ",39
"3784","120121000100101007 ",65
"3785","120121000100101008 ",81
"3786","120121000100101008A",48
"3787","120121000100101009 ",85
"3788","120121000100101015 ",94
"3789","120121000100101019 ",39
"3790","120121000100101024 ",59
"3791","120121000100101024A",65
"3792","120121000100101024B",74
"3793","120121000100101024C",30
"3794","120121000100101025 ",64
"3795","120121000100101026 ",40
"3796","120121000100101026A",51
"3797","120121000100101027 ",94
"3798","120121000100101028 ",42
"3799","120121000100101028A",67
"3800","120121000100101028B",35
"3801","120121000100101028C",41
"3802","120121000100101035 ",33
"3803","120121000100101036 ",52
"3804","120121000100101038A",78
"3805","1201210001001018888",252
"3806","120121000200200001B",75
"3807","120121000200200003 ",82
"3808","120121000200200004D",47
"3809","120121000200200005 ",32
"3810","120121000200200006 ",60
"3811","120121000200200013A",52
"3812","120121000200200014A",33
"3813","120121000200200015 ",64
"3814","120121000200200017 ",32
"3815","120121000200200018 ",31
"3816","120121000200200019 ",53
"3817","120121000200200021 ",77
"3818","120121000200200024 ",32
"3819","120121000200200026 ",51
"3820","120121000200200027 ",47
"3821","120121000200200030B",67
"3822","120121000200200031 ",54
"3823","120121000200200032A",33
"3824","120121000200200032C",32
"3825","120121000200200039 ",39
"3826","120121000200200041 ",31
"3827","120121000200200043 ",32
"3828","120121000200200045A",37
"3829","120121000200200045F",64
"3830","120121000200200045G",133
"3831","120121000200200045J",47
"3832","120121000200200049C",59
"3833","120121000200200049D",46
"3834","120121000200200050 ",52
"3835","120121000200200052A",64
"3836","120121000200200052B",75
"3837","120121000200200053A",47
"3838","120121000200200057 ",43
"3839","120121000200200058 ",34
"3840","120121000200200059 ",64
"3841","120121000200200064 ",84
"3842","120121000200200065 ",36
"3843","1201210002002008888",607
"3844","120121000200201006 ",44
"3845","120121000200201007 ",43
"3846","120121000200201022A",37
"3847","120121000200201023A",47
"3848","120121000200201029 ",34
"3849","120121000200201031 ",49
"3850","120121000200201036 ",37
"3851","1201210002002018888",414
"3852","120122000100100001 ",51
"3853","120122000100100001D",37
"3854","120122000100100002 ",41
"3855","120122000100100003 ",51
"3856","120122000100100005 ",48
"3857","120122000100100009 ",49
"3858","120122000100100010 ",43
"3859","120122000100100011 ",82
"3860","120122000100100012 ",49
"3861","120122000100100013 ",40
"3862","120122000100100014 ",32
"3863","120122000100100018 ",43
"3864","120122000100100019 ",89
"3865","120122000100100020A",59
"3866","120122000100100023A",37
"3867","120122000100100025D",48
"3868","1201220001001008888",148
"3869","120122000800300008 ",44
"3870","120122000800300009 ",45
"3871","120122000800300013 ",37
"3872","1201220008003008888",221
"3873","120122001200200014 ",33
"3874","120122001200200020 ",30
"3875","120122001200200021 ",45
"3876","120122001200200025 ",38
"3877","1201220012002008888",279
"3878","120122001600400019 ",80
"3879","1201220016004008888",327
"3880","120124000100100002E",33
"3881","120124000100100004D",31
"3882","120124000100100008C",57
"3883","1201240001001008888",22
"3884","120125000100100001 ",67
"3885","120125000100100003B",77
"3886","120125000100100003C",68
"3887","120125000100100003D",79
"3888","120125000100100004 ",98
"3889","120125000100100005B",73
"3890","120125000100100007 ",43
"3891","120125000100100009A",67
"3892","120125000100100010 ",35
"3893","120125000100100011 ",121
