"","cod_manzana","departamento","provincia","distrito","centro_poblado","manzana","automovil","motocicleta","hombre","mujer","De 0  a 4 años","De 5  a 9 años","De 10 a 14 años","De 15 a 19 años","De 20 a 24 años","De 25 a 29 años","De 30 a 34 años","De 35 a 39 años","De 40 a 44 años","De 45 a 49 años","De 50 a 54 años","De 55 a 59 años","De 60 a 64 años","De 65 a 69 años","De 70 a 74 años","De 75 a 79 años","De 80 a 84 años","De 85 a 89 años","De 90 a 94 años","De 95 a más","total"
"137","120101000100300027D"," Junin","Huancayo","Huancayo","Huancayo","Mza: 027D",8,1,55,78,10,11,8,7,14,12,21,8,7,0,7,14,9,2,1,2,0,0,0,0,133
"138","120101000100300027E"," Junin","Huancayo","Huancayo","Huancayo","Mza: 027E",9,2,53,68,1,10,11,12,17,7,6,5,5,5,8,9,15,4,3,2,0,0,1,0,121
"139","120101000100300027F"," Junin","Huancayo","Huancayo","Huancayo","Mza: 027F",14,1,65,67,5,10,7,4,10,14,13,5,9,10,13,8,8,7,3,4,1,1,0,0,132
"140","120101000100300027I"," Junin","Huancayo","Huancayo","Huancayo","Mza: 027I",10,1,32,30,1,5,6,12,3,6,1,4,4,5,6,5,1,1,1,0,0,1,0,0,62
"141","120101000100300027L"," Junin","Huancayo","Huancayo","Huancayo","Mza: 027L",14,1,25,40,6,3,5,2,4,7,6,5,7,6,5,2,3,0,2,0,1,1,0,0,65
"142","120101000100300027N"," Junin","Huancayo","Huancayo","Huancayo","Mza: 027N",11,1,18,19,3,2,6,6,1,1,1,1,7,3,5,1,0,0,0,0,0,0,0,0,37
"143","120101000100300027O"," Junin","Huancayo","Huancayo","Huancayo","Mza: 027O",7,0,12,19,4,1,3,1,1,2,2,5,6,2,2,0,1,0,0,1,0,0,0,0,31
"144","120101000100300027P"," Junin","Huancayo","Huancayo","Huancayo","Mza: 027P",12,1,19,23,1,2,7,4,0,2,3,2,3,8,0,2,2,4,1,1,0,0,0,0,42
"145","120101000100300027Q"," Junin","Huancayo","Huancayo","Huancayo","Mza: 027Q",11,1,30,35,5,11,6,2,4,1,4,9,9,2,2,0,3,3,2,0,1,1,0,0,65
"146","120101000100300027R"," Junin","Huancayo","Huancayo","Huancayo","Mza: 027R",7,1,20,16,4,5,4,2,0,0,2,9,5,4,0,0,0,0,1,0,0,0,0,0,36
"147","120101000100300027S"," Junin","Huancayo","Huancayo","Huancayo","Mza: 027S",7,0,18,18,5,7,2,2,2,1,3,4,3,4,1,0,2,0,0,0,0,0,0,0,36
"148","120101000100300028A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 028A",3,2,28,32,8,5,2,5,6,5,8,6,5,3,2,1,3,0,0,1,0,0,0,0,60
"149","120101000100300028B"," Junin","Huancayo","Huancayo","Huancayo","Mza: 028B",5,1,12,18,4,3,1,1,1,2,1,3,3,3,1,1,0,2,1,1,1,0,1,0,30
"150","120101000100300028C"," Junin","Huancayo","Huancayo","Huancayo","Mza: 028C",6,1,27,37,2,4,8,5,6,9,1,5,1,6,7,9,0,0,0,0,1,0,0,0,64
"151","120101000100300028D"," Junin","Huancayo","Huancayo","Huancayo","Mza: 028D",7,1,30,35,3,5,7,5,5,9,3,5,4,3,5,6,1,0,2,2,0,0,0,0,65
"152","120101000100300028E"," Junin","Huancayo","Huancayo","Huancayo","Mza: 028E",2,0,35,21,8,6,6,5,4,1,3,6,5,5,1,2,2,2,0,0,0,0,0,0,56
"153","120101000100300028G"," Junin","Huancayo","Huancayo","Huancayo","Mza: 028G",2,0,13,20,4,7,1,3,3,3,6,1,3,2,0,0,0,0,0,0,0,0,0,0,33
"154","120101000100300028H"," Junin","Huancayo","Huancayo","Huancayo","Mza: 028H",4,4,55,54,7,4,9,14,17,16,10,3,7,8,2,4,3,2,0,2,0,1,0,0,109
"155","120101000100300028I"," Junin","Huancayo","Huancayo","Huancayo","Mza: 028I",6,1,43,60,9,7,10,11,12,10,5,6,10,4,3,3,3,2,3,3,2,0,0,0,103
"156","120101000100300028K"," Junin","Huancayo","Huancayo","Huancayo","Mza: 028K",8,1,22,26,6,3,1,4,1,7,6,6,1,5,2,1,1,1,3,0,0,0,0,0,48
"157","120101000100300028L"," Junin","Huancayo","Huancayo","Huancayo","Mza: 028L",9,1,36,56,7,9,7,2,12,9,10,9,5,2,6,7,3,2,2,0,0,0,0,0,92
"158","120101000100300028M"," Junin","Huancayo","Huancayo","Huancayo","Mza: 028M",12,3,36,39,9,5,6,4,6,10,8,11,3,2,3,4,2,1,0,1,0,0,0,0,75
"159","120101000100300028Q"," Junin","Huancayo","Huancayo","Huancayo","Mza: 028Q",3,3,25,25,3,4,3,5,7,3,4,5,8,1,1,1,2,1,2,0,0,0,0,0,50
"160","120101000100300039B"," Junin","Huancayo","Huancayo","Huancayo","Mza: 039B",9,2,49,67,10,11,6,8,10,13,10,8,8,6,7,7,5,3,1,1,0,2,0,0,116
"161","120101000100300039D"," Junin","Huancayo","Huancayo","Huancayo","Mza: 039D",4,2,17,32,4,1,3,9,6,8,2,1,3,1,4,3,0,1,2,0,1,0,0,0,49
"162","120101000100300039F"," Junin","Huancayo","Huancayo","Huancayo","Mza: 039F",4,1,32,37,5,7,3,13,10,4,2,8,3,3,6,2,2,0,0,0,1,0,0,0,69
"163","120101000100300039G"," Junin","Huancayo","Huancayo","Huancayo","Mza: 039G",4,0,26,29,1,4,2,9,10,11,5,1,1,2,4,1,2,1,1,0,0,0,0,0,55
"164","120101000100300039H"," Junin","Huancayo","Huancayo","Huancayo","Mza: 039H",3,1,31,40,10,6,9,4,4,6,5,6,4,4,1,7,0,0,1,1,3,0,0,0,71
"165","120101000100300039N"," Junin","Huancayo","Huancayo","Huancayo","Mza: 039N",7,2,81,96,13,11,14,32,24,16,6,7,15,20,8,6,0,3,0,0,2,0,0,0,177
"166","120101000100300040 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 040",1,2,25,28,5,2,4,1,6,4,8,1,1,5,5,2,4,4,0,0,0,1,0,0,53
"167","120101000100300041A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 041A",6,0,72,102,8,16,15,10,19,20,10,8,18,8,2,8,5,7,10,3,4,2,1,0,174
"168","120101000100300043 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 043",1,0,18,18,1,4,5,2,8,3,2,2,4,1,2,2,0,0,0,0,0,0,0,0,36
"169","120101000100300044 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 044",6,2,43,45,4,8,6,8,8,11,8,7,5,4,3,3,3,0,8,0,2,0,0,0,88
"170","120101000100300045 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 045",5,4,42,50,3,8,2,13,10,14,8,4,2,5,9,5,3,3,1,1,0,1,0,0,92
"171","120101000100300046A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 046A",7,4,59,69,13,15,10,9,17,16,10,9,2,7,5,10,1,0,1,1,0,2,0,0,128
"172","120101000100300046B"," Junin","Huancayo","Huancayo","Huancayo","Mza: 046B",4,2,74,78,16,15,14,14,16,19,14,10,14,10,5,2,0,2,1,0,0,0,0,0,152
"173","120101000100300046C"," Junin","Huancayo","Huancayo","Huancayo","Mza: 046C",4,1,37,57,8,9,12,16,8,8,6,7,4,8,4,1,2,1,0,0,0,0,0,0,94
"174","120101000100300046D"," Junin","Huancayo","Huancayo","Huancayo","Mza: 046D",1,0,25,22,4,6,7,6,4,6,1,4,3,2,2,0,1,0,1,0,0,0,0,0,47
"175","120101000100300046E"," Junin","Huancayo","Huancayo","Huancayo","Mza: 046E",4,2,39,36,7,2,11,6,10,2,12,6,3,5,6,2,2,0,1,0,0,0,0,0,75
"176","120101000100300046F"," Junin","Huancayo","Huancayo","Huancayo","Mza: 046F",1,0,17,23,1,3,10,2,7,2,3,4,2,4,1,1,0,0,0,0,0,0,0,0,40
"177","120101000100300046G"," Junin","Huancayo","Huancayo","Huancayo","Mza: 046G",1,0,30,28,9,3,6,7,6,2,5,8,3,3,3,2,0,0,1,0,0,0,0,0,58
"178","120101000100300046H"," Junin","Huancayo","Huancayo","Huancayo","Mza: 046H",1,0,15,25,1,6,4,7,8,2,4,0,3,2,0,0,3,0,0,0,0,0,0,0,40
"179","120101000100300046I"," Junin","Huancayo","Huancayo","Huancayo","Mza: 046I",2,0,15,22,4,4,0,8,5,1,3,8,2,1,0,0,1,0,0,0,0,0,0,0,37
"180","120101000100300046J"," Junin","Huancayo","Huancayo","Huancayo","Mza: 046J",3,1,22,20,3,2,5,7,1,5,1,3,5,3,3,2,0,1,0,0,0,1,0,0,42
"181","120101000100300046K"," Junin","Huancayo","Huancayo","Huancayo","Mza: 046K",1,0,23,23,5,4,5,7,5,2,7,2,2,3,0,3,0,0,0,0,1,0,0,0,46
"182","120101000100300046L"," Junin","Huancayo","Huancayo","Huancayo","Mza: 046L",6,2,30,31,10,3,5,4,6,6,7,5,3,1,4,2,2,0,0,2,1,0,0,0,61
"183","120101000100300046N"," Junin","Huancayo","Huancayo","Huancayo","Mza: 046N",4,1,22,28,3,5,5,5,4,6,4,6,3,0,6,1,1,0,0,0,0,1,0,0,50
"184","120101000100300047A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 047A",5,1,47,51,3,6,13,13,9,6,4,5,5,6,8,9,2,4,1,1,2,0,1,0,98
"185","120101000100300048 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 048",4,2,74,75,13,12,16,16,18,14,14,8,8,11,4,1,5,5,2,0,0,1,0,1,149
"186","120101000100300050 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 050",11,5,89,85,16,14,14,10,12,11,20,18,9,9,9,5,9,8,3,3,2,1,0,1,174
"187","120101000100300051A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 051A",4,3,44,63,6,6,6,13,8,10,3,3,9,12,7,4,3,2,6,3,3,3,0,0,107
"188","120101000100300055A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 055A",2,1,20,32,1,2,3,7,6,5,2,1,4,2,3,4,2,4,1,3,0,0,1,1,52
"189","120101000100300055B"," Junin","Huancayo","Huancayo","Huancayo","Mza: 055B",5,1,43,73,11,11,15,10,5,12,13,6,9,6,8,3,1,1,5,0,0,0,0,0,116
"190","120101000100300055C"," Junin","Huancayo","Huancayo","Huancayo","Mza: 055C",4,0,28,32,7,6,4,5,9,7,4,3,3,5,3,3,0,0,0,1,0,0,0,0,60
"191","120101000100300055D"," Junin","Huancayo","Huancayo","Huancayo","Mza: 055D",5,0,40,51,6,7,8,12,14,8,5,7,5,6,10,2,0,0,1,0,0,0,0,0,91
"192","120101000100300055E"," Junin","Huancayo","Huancayo","Huancayo","Mza: 055E",3,0,25,26,7,6,4,5,3,6,7,5,3,2,0,0,1,1,1,0,0,0,0,0,51
"193","120101000100300056A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 056A",0,1,28,36,4,3,3,9,3,8,2,5,4,10,1,3,2,4,1,0,2,0,0,0,64
"194","120101000100300057A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 057A",4,1,34,49,6,6,6,10,8,10,8,5,7,4,5,2,3,3,0,0,0,0,0,0,83
"195","120101000100300057B"," Junin","Huancayo","Huancayo","Huancayo","Mza: 057B",0,1,15,17,0,1,6,3,2,2,2,6,2,2,2,2,0,2,0,0,0,0,0,0,32
"196","120101000100300058 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 058",2,1,28,36,3,5,6,6,3,3,4,4,13,4,2,3,1,1,2,1,1,1,0,1,64
"197","120101000100300060A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 060A",22,4,79,90,17,12,21,22,7,8,7,19,20,12,9,4,4,4,2,1,0,0,0,0,169
"198","120101000100300065 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 065",6,2,29,35,3,7,9,8,4,2,2,1,12,7,1,2,2,0,3,1,0,0,0,0,64
"199","120101000100300066 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 066",7,0,26,43,6,4,7,7,4,0,5,8,7,8,4,1,1,1,3,3,0,0,0,0,69
"200","120101000100300067 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 067",9,0,27,42,5,5,8,8,4,4,5,3,7,7,6,1,2,2,1,1,0,0,0,0,69
"201","120101000100300068 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 068",10,0,27,25,2,3,9,4,2,3,2,3,8,5,5,2,1,0,2,1,0,0,0,0,52
"202","120101000100300070E"," Junin","Huancayo","Huancayo","Huancayo","Mza: 070E",7,1,25,28,2,6,4,7,5,1,2,9,3,5,5,2,0,0,1,1,0,0,0,0,53
"203","120101000100300070F"," Junin","Huancayo","Huancayo","Huancayo","Mza: 070F",7,2,21,28,4,8,2,3,2,1,6,2,7,3,1,1,4,0,3,2,0,0,0,0,49
"204","120101000100300070G"," Junin","Huancayo","Huancayo","Huancayo","Mza: 070G",7,2,20,24,3,4,4,4,4,4,1,1,5,3,6,3,0,0,1,1,0,0,0,0,44
"205","120101000100300070H"," Junin","Huancayo","Huancayo","Huancayo","Mza: 070H",4,2,19,20,3,5,2,8,1,3,5,3,2,4,0,0,1,2,0,0,0,0,0,0,39
"206","120101000100300070K"," Junin","Huancayo","Huancayo","Huancayo","Mza: 070K",4,0,21,21,6,3,3,7,1,1,5,2,6,4,1,0,2,0,1,0,0,0,0,0,42
"207","120101000100300070L"," Junin","Huancayo","Huancayo","Huancayo","Mza: 070L",6,0,20,22,5,4,4,5,3,2,2,3,3,4,1,1,0,2,0,2,0,1,0,0,42
"208","1201010001003008888"," Junin","Huancayo","Huancayo","Huancayo","Mza: 8888",63,4,215,250,30,40,46,44,45,29,35,33,50,30,21,13,17,13,9,5,2,3,0,0,465
"209","120101000100301005 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 005",12,2,21,28,6,4,5,3,2,1,4,6,6,5,1,1,3,2,0,0,0,0,0,0,49
"210","120101000100301006 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 006",7,0,16,18,5,2,6,3,1,0,3,4,5,0,1,0,0,2,0,1,1,0,0,0,34
"211","120101000100301016 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 016",12,1,26,24,7,1,2,2,4,9,2,8,2,1,1,3,1,3,3,0,0,1,0,0,50
"212","120101000100301018A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 018A",26,2,56,85,13,21,12,5,3,9,9,17,21,8,6,4,5,3,2,3,0,0,0,0,141
"213","120101000100301019A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 019A",7,1,18,18,2,7,3,3,2,3,0,5,3,3,2,2,0,1,0,0,0,0,0,0,36
"214","120101000100301019B"," Junin","Huancayo","Huancayo","Huancayo","Mza: 019B",4,0,16,15,5,1,6,2,2,0,1,4,1,4,3,2,0,0,0,0,0,0,0,0,31
"215","120101000100301020 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 020",6,1,13,20,1,3,5,4,3,0,1,5,1,5,3,0,0,1,0,1,0,0,0,0,33
"216","120101000100301021 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 021",9,4,31,33,5,5,3,5,9,3,5,8,5,5,2,5,1,0,0,2,1,0,0,0,64
"217","120101000100301022 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 022",5,2,20,23,2,6,3,7,1,1,2,6,1,4,1,4,2,2,1,0,0,0,0,0,43
"218","120101000100301027 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 027",15,0,34,39,7,7,5,5,5,7,6,6,8,2,4,4,2,0,1,4,0,0,0,0,73
"219","120101000100301028 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 028",7,2,19,25,3,8,5,7,2,1,2,6,5,2,0,0,2,1,0,0,0,0,0,0,44
"220","120101000100301031A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 031A",20,0,55,50,13,14,11,5,2,6,12,17,14,6,2,1,0,1,0,0,1,0,0,0,105
"221","1201010001003018888"," Junin","Huancayo","Huancayo","Huancayo","Mza: 8888",33,2,93,102,17,11,22,15,12,12,14,19,18,22,14,9,4,2,0,3,1,0,0,0,195
"222","120101000100400001 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 001",3,2,32,34,3,3,6,6,5,7,6,7,3,1,3,4,4,4,2,1,1,0,0,0,66
"223","120101000100400002 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 002",6,2,40,42,7,8,8,4,6,4,11,8,8,2,3,2,1,5,0,5,0,0,0,0,82
"224","120101000100400003 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 003",4,3,45,39,11,8,2,8,7,9,8,5,6,3,7,3,4,1,1,1,0,0,0,0,84
"225","120101000100400003D"," Junin","Huancayo","Huancayo","Huancayo","Mza: 003D",5,2,19,19,3,5,3,6,0,3,4,3,4,2,2,1,0,1,1,0,0,0,0,0,38
"226","120101000100400004 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 004",4,1,24,30,7,3,4,2,7,2,4,8,2,3,3,1,3,3,0,1,1,0,0,0,54
"227","120101000100400005 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 005",5,3,36,37,8,4,6,6,14,6,5,5,2,4,8,1,2,0,0,1,1,0,0,0,73
"228","120101000100400006 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 006",3,1,30,38,6,5,8,10,5,4,3,6,4,2,4,3,3,0,2,2,0,0,1,0,68
"229","120101000100400008 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 008",2,0,37,36,4,9,8,6,6,8,7,5,5,2,1,3,0,6,3,0,0,0,0,0,73
"230","120101000100400009 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 009",8,2,39,35,5,4,4,8,12,9,5,5,4,3,1,4,2,2,4,1,0,1,0,0,74
"231","120101000100400010 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 010",4,2,41,46,8,7,8,8,10,4,13,6,5,3,3,7,1,2,1,0,0,1,0,0,87
"232","120101000100400011 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 011",1,1,37,44,10,7,9,5,9,8,9,3,5,2,5,1,3,1,0,3,1,0,0,0,81
"233","120101000100400012 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 012",0,1,26,24,3,7,5,3,2,6,3,3,3,2,3,3,2,1,1,3,0,0,0,0,50
"234","120101000100400013 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 013",3,2,23,29,4,5,8,2,3,1,4,4,8,1,1,0,5,3,1,1,1,0,0,0,52
"235","120101000100400014 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 014",1,0,29,35,5,6,8,6,8,2,1,9,4,2,1,3,3,2,1,2,0,1,0,0,64
"236","120101000100400015 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 015",1,0,15,21,2,6,3,2,2,5,1,3,2,2,2,2,1,1,1,0,0,0,1,0,36
"237","120101000100400015B"," Junin","Huancayo","Huancayo","Huancayo","Mza: 015B",5,3,40,42,7,5,8,10,11,7,2,4,7,7,4,3,3,1,1,1,0,1,0,0,82
"238","120101000100400017 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 017",1,1,31,36,10,7,7,6,7,5,8,2,4,3,2,2,2,1,0,0,0,0,0,1,67
"239","120101000100400018 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 018",0,0,50,41,7,9,5,10,13,11,2,6,5,9,8,2,1,1,1,0,0,1,0,0,91
"240","120101000100400019 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 019",1,1,36,43,7,5,12,8,8,9,5,4,7,3,2,4,1,1,0,2,0,0,0,1,79
"241","120101000100400020 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 020",2,2,37,34,5,10,2,7,13,8,5,8,2,4,1,3,2,1,0,0,0,0,0,0,71
"242","120101000100400020C"," Junin","Huancayo","Huancayo","Huancayo","Mza: 020C",0,0,32,38,8,3,7,9,8,5,9,3,2,1,7,4,2,2,0,0,0,0,0,0,70
"243","120101000100400020E"," Junin","Huancayo","Huancayo","Huancayo","Mza: 020E",0,0,12,20,4,2,3,5,3,2,1,3,2,2,0,1,4,0,0,0,0,0,0,0,32
"244","120101000100400020G"," Junin","Huancayo","Huancayo","Huancayo","Mza: 020G",1,0,31,26,4,6,8,4,7,6,3,7,2,5,1,0,0,1,0,2,1,0,0,0,57
"245","120101000100400020I"," Junin","Huancayo","Huancayo","Huancayo","Mza: 020I",0,0,14,19,2,3,4,5,4,3,3,1,4,1,0,0,1,0,0,0,2,0,0,0,33
"246","120101000100400020K"," Junin","Huancayo","Huancayo","Huancayo","Mza: 020K",0,0,24,32,4,3,9,6,9,4,3,5,4,2,4,2,1,0,0,0,0,0,0,0,56
"247","120101000100400020Q"," Junin","Huancayo","Huancayo","Huancayo","Mza: 020Q",1,2,15,25,5,5,4,4,7,3,0,2,5,2,1,2,0,0,0,0,0,0,0,0,40
"248","120101000100400020R"," Junin","Huancayo","Huancayo","Huancayo","Mza: 020R",1,1,17,16,3,5,6,3,0,2,6,5,0,1,1,0,0,1,0,0,0,0,0,0,33
"249","120101000100400021 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 021",4,4,48,57,8,7,9,8,23,10,5,6,6,5,7,3,1,2,1,1,3,0,0,0,105
"250","120101000100400022 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 022",4,1,57,60,9,15,7,16,14,8,12,8,7,6,1,3,2,5,0,2,1,1,0,0,117
"251","120101000100400023 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 023",1,2,68,68,16,17,11,15,15,18,9,9,5,8,6,2,3,2,0,0,0,0,0,0,136
"252","120101000100400024A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 024A",1,4,58,61,8,11,19,22,11,13,7,2,4,7,4,5,3,1,2,0,0,0,0,0,119
"253","120101000100400025A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 025A",0,1,33,38,8,7,10,6,11,7,4,2,4,5,5,0,2,0,0,0,0,0,0,0,71
"254","120101000100400026A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 026A",0,1,22,25,5,3,4,3,6,7,10,1,1,1,3,2,1,0,0,0,0,0,0,0,47
"255","120101000100400027 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 027",7,1,61,69,16,11,12,13,15,11,11,11,6,8,4,4,3,3,1,1,0,0,0,0,130
"256","120101000100400028 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 028",5,1,69,66,9,11,13,17,14,11,8,5,6,8,13,8,6,5,0,0,1,0,0,0,135
"257","120101000100400029 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 029",2,0,48,50,6,5,6,10,18,9,8,3,4,7,8,4,3,2,3,1,0,1,0,0,98
"258","120101000100400030 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 030",6,1,61,73,11,10,11,10,21,11,13,9,9,7,1,5,3,6,3,2,1,1,0,0,134
"259","120101000100400031 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 031",4,0,37,41,5,6,11,5,9,9,9,4,6,3,1,6,0,1,0,2,0,1,0,0,78
"260","120101000100400032 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 032",4,0,37,40,5,9,9,7,9,7,6,6,3,4,1,4,5,1,1,0,0,0,0,0,77
"261","120101000100400033 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 033",5,2,25,26,3,7,4,2,9,4,7,2,2,1,3,1,3,2,1,0,0,0,0,0,51
"262","120101000100400034 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 034",1,2,20,30,7,3,7,3,5,4,2,5,2,4,0,2,2,0,2,2,0,0,0,0,50
"263","120101000100400036 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 036",5,2,36,40,11,4,3,5,5,14,9,1,4,7,1,3,2,3,0,1,1,2,0,0,76
"264","120101000100400037 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 037",3,1,22,22,2,4,3,5,3,7,3,2,3,1,2,1,1,4,1,2,0,0,0,0,44
"265","120101000100400038 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 038",1,1,25,34,5,9,9,2,5,4,6,2,1,6,4,4,2,0,0,0,0,0,0,0,59
"266","120101000100400039A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 039A",0,0,19,26,5,5,1,5,9,5,2,1,1,3,2,2,1,3,0,0,0,0,0,0,45
"267","120101000100400040A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 040A",2,1,20,26,5,5,4,6,8,4,1,0,3,4,2,3,0,1,0,0,0,0,0,0,46
"268","120101000100400042 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 042",2,2,45,45,10,13,8,3,8,11,10,9,5,2,4,2,3,1,1,0,0,0,0,0,90
"269","120101000100400043 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 043",0,2,43,46,6,7,7,11,8,12,5,5,5,5,4,2,3,6,1,0,1,1,0,0,89
"270","120101000100400044D"," Junin","Huancayo","Huancayo","Huancayo","Mza: 044D",3,0,24,43,11,8,7,7,4,5,2,6,6,1,3,3,0,2,0,1,1,0,0,0,67
"271","120101000100400044E"," Junin","Huancayo","Huancayo","Huancayo","Mza: 044E",0,0,19,23,5,2,7,2,3,5,8,1,1,3,1,2,0,1,0,1,0,0,0,0,42
"272","120101000100400044F"," Junin","Huancayo","Huancayo","Huancayo","Mza: 044F",0,1,16,18,3,3,2,3,6,3,1,1,3,0,3,2,2,2,0,0,0,0,0,0,34
"273","120101000100400044G"," Junin","Huancayo","Huancayo","Huancayo","Mza: 044G",0,0,27,18,3,4,3,12,6,5,2,0,2,1,7,0,0,0,0,0,0,0,0,0,45
"274","120101000100400044J"," Junin","Huancayo","Huancayo","Huancayo","Mza: 044J",5,3,52,51,10,14,14,10,14,14,8,7,4,5,3,0,0,0,0,0,0,0,0,0,103
"275","120101000100400044K"," Junin","Huancayo","Huancayo","Huancayo","Mza: 044K",1,1,38,53,11,15,6,11,7,11,6,6,3,3,6,2,1,0,0,1,0,0,0,2,91
"276","120101000100400044M"," Junin","Huancayo","Huancayo","Huancayo","Mza: 044M",0,0,17,13,6,6,1,3,4,4,2,1,1,0,1,0,0,0,0,1,0,0,0,0,30
"277","120101000100400044V"," Junin","Huancayo","Huancayo","Huancayo","Mza: 044V",0,0,43,45,16,10,14,11,6,5,8,8,3,2,2,2,1,0,0,0,0,0,0,0,88
"278","120101000100400045A"," Junin","Huancayo","Huancayo","Huancayo","Mza: 045A",1,1,29,30,8,5,6,6,6,6,4,4,6,2,2,0,0,1,2,1,0,0,0,0,59
"279","120101000100400046 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 046",0,1,29,22,6,7,5,5,4,6,2,2,2,5,2,2,3,0,0,0,0,0,0,0,51
"280","120101000100400048 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 048",3,1,65,63,12,12,7,13,16,19,9,8,10,4,2,4,5,5,2,0,0,0,0,0,128
"281","120101000100400049 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 049",2,2,42,55,10,10,8,13,16,8,7,5,4,5,6,1,1,1,0,2,0,0,0,0,97
"282","120101000100400050 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 050",1,0,49,60,11,12,15,7,9,2,7,5,8,10,5,2,5,4,4,3,0,0,0,0,109
"283","120101000100400051 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 051",2,0,54,55,10,13,16,10,8,6,10,9,6,4,6,3,3,2,0,3,0,0,0,0,109
"284","120101000100400052 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 052",4,2,46,57,16,7,8,9,13,13,6,7,3,5,5,4,3,2,1,1,0,0,0,0,103
"285","120101000100400053 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 053",3,3,51,60,11,10,12,10,17,11,10,3,6,2,5,5,4,4,0,1,0,0,0,0,111
"286","120101000100400054 "," Junin","Huancayo","Huancayo","Huancayo","Mza: 054",5,1,58,63,5,10,11,15,10,2,11,9,8,7,8,7,5,5,0,5,0,2,1,0,121
